codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
sagos,"Escrituras y Dios, Las",Arthur W. Pink,"Contenido:
El conocimiento de Dios. 
1. Una noción más clara de los derechos de Dios. 
2. Un temor mayor de la majestad de Dios. 
3. Una mayor reverencia a los mandamientos 
 de Dios. 
4. Más confianza en la suficiencia de Dios. 
5. Un mayor deleite en las perfecciones de Dios. 
6. Una mayor sumisión a la providencia de Dios. 
7. Una alabanza más ferviente por la bondad 
 de Dios.",0.43,https://www.chapellibrary.org/book/sagos/,,,SIM
sasis,"Escrituras y el Pecado, Las",Arthur W. Pink,"Contenido:
Introducción
1. Ser convencido de pecado. 
2. Sentirse triste por el pecado. 
3. Confesar el pecado. 
4. Aborrecer profundamente al pecado. 
5. Abandonar el pecado. 
6. Ser fortificado contra el pecado. 
7. Practicar lo opuesto de pecado. 
Conclusión",0.35,https://www.chapellibrary.org/book/sasis/,,,SIM
saprs,"Escrituras y la oración, Las",Arthur W. Pink,"""Un cristiano que no ora es simplemente una contradicción. Como el niño que nace muerto no tiene vida, un creyente profeso que no ora está desprovisto de vida espiritual. La oración es el respirar de la nueva naturaleza del creyente, tal como la Palabra de Dios es su alimento.""",0.43,https://www.chapellibrary.org/book/saprs/,,,SIM
lbcos,Esto creemos - confesión de fe de 1689,Autor Desconhecido,"“Este pequeño tomo no se presenta como una regla autoritativa ni como un código de fe, sino como una ayuda en casos de controversia, una confirmación en la fe y un medio para edificación en justicia. En él los miembros más jóvenes de nuestra iglesia tendrán un conjunto resumido de enseñanzas divinas, y por medio de pruebas bíblicas, estarán preparados para dar razón de la esperanza que hay en ellos. No te avergüences de tu fe; recuerda que es el antiguo evangelio de los mártires, confesores, reformadores y santos. Sobre todo, es la verdad de Dios, contra la que las puertas del infierno no pueden prevalecer. Haz que tu vida adorne tu fe, haz que tu ejemplo adorne tus creencias. Sobre todo, vive en Cristo Jesús, y permanece en él, no creyendo ninguna enseñanza que no haya sido manifiestamente aprobada por él y sea propia del Espíritu Santo. Aférrate a la Palabra de Dios que aquí es explicada para ti.”
 – Charles Haddon Spurgeon (1834-1892)",1.64,https://www.chapellibrary.org/book/lbcos/,https://www.chapellibrary.org/api/books/download?code=lbcos&format=pdf,https://www.chapellibrary.org/api/books/download?code=lbcos&format=epub,SIM
faits,La fe,Carlos Spurgeon,"La fe es una explicación clara y concisa de Spurgeon de la conexión de la humanidad con el Evangelio. En nueve ensayos breves, describe la razón, el fundamento, la garantía, el resultado, la declaración de las Escrituras con respecto a ella, y los malentendidos de la fe. Él concluye describiendo muy útilmente lo que incluye y excluye la fe bíblica, para que tanto creyentes como no creyentes puedan entender cómo Dios obra la salvación para aquellos que lo buscan.",1.23,https://www.chapellibrary.org/book/faits/,https://www.chapellibrary.org/api/books/download?code=faits&format=pdf,https://www.chapellibrary.org/api/books/download?code=faits&format=epub,SIM
bparfgs,Formación bíblica de los hijos en el hogar,Autor Desconhecido,.,1.78,https://www.chapellibrary.org/book/bparfgs/,https://www.chapellibrary.org/api/books/download?code=bparfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=bparfgs&format=epub,SIM
swins,Ganar almas,Carlos Spurgeon,"Explicando en Proverbios 11: 30— ""El que gana almas es sabio"" —Charles Spurgeon comienza este sermón con una palabra alentadora: “Cada uno de ustedes puede, si la gracia lo capacita, ser así sabio y ganar la felicidad de convertir las almas a Cristo a través del Espíritu Santo. ”Él continúa iluminando el término “ganar” utilizando varias metáforas, incluyendo la guerra, la lucha, el amor y, finalmente, el arte de ganar almas. Spurgeon a continuación muestra las formas en que se ganan las almas. Él habla primero a los predicadores, instándolos a creer y no solo buscar conversiones instantáneas y a no abandonar la simple historia de la cruz. Por último, al dirigirse a quienes se sientan en las bancas, ofrece varias sugerencias prácticas que incluyen: llevar a otros a la iglesia, hablar con las personas individualmente, escribir cartas, vivir el Evangelio y orar.",0.61,https://www.chapellibrary.org/book/swins/,https://www.chapellibrary.org/api/books/download?code=swins&format=pdf,https://www.chapellibrary.org/api/books/download?code=swins&format=epub,SIM
gtras,"Grasoso, el Ladrón",Charles Lukesh,"Greasy el ladrón es la verdadera historia de un ladrón y asesino en Siberia de finales del siglo XIX. Es una historia del poder del Evangelio: ¡Jesucristo salva a los pecadores para la gloria de Su Nombre! “Cuando Pasha vio que estos hombres no eran del cuartel, les contó con libertad lo que había pasado y hacia dónde quería ir. Los hombres escucharon atentamente; El chico inteligente y atrevido los atraía. Después de una breve consulta, decidieron llevarlo con ellos, ""para que no perezca"", dijeron. Pasha no se atrevió a contradecirlos, porque temía a estos hombres armados. Se fue con ellos al interior del bosque, ahora a Pasha le quedó claro que había aterrizado en una guarida de ladrones "". - Del Capítulo 4,"" Descubierto "".",0.87,https://www.chapellibrary.org/book/gtras/,https://www.chapellibrary.org/api/books/download?code=gtras&format=pdf,https://www.chapellibrary.org/api/books/download?code=gtras&format=epub,SIM
gmanfgs,Hombres piadosos,Autor Desconhecido,Familia,1.92,https://www.chapellibrary.org/book/gmanfgs/,https://www.chapellibrary.org/api/books/download?code=gmanfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=gmanfgs&format=epub,SIM
hmmfs,Humildad:El mensaje de Miqueas para hoy,Carlos Spurgeon,"Miqueas 6:8 Oh hombre, él te ha declarado qué sea lo bueno, y qué pida de ti Jehová: solamente hacer juicio, y amar misericordia, y humillarte para andar con tu Dios.",0.52,https://www.chapellibrary.org/book/hmmfs/,https://www.chapellibrary.org/api/books/download?code=hmmfs&format=pdf,https://www.chapellibrary.org/api/books/download?code=hmmfs&format=epub,SIM
idolfgs,Idolatría,Autor Desconhecido,,1.92,https://www.chapellibrary.org/book/idolfgs/,https://www.chapellibrary.org/api/books/download?code=idolfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=idolfgs&format=epub,SIM
jccbs,Jesucristo no puede ser burlado,Carlos Spurgeon,.,0.61,https://www.chapellibrary.org/book/jccbs/,https://www.chapellibrary.org/api/books/download?code=jccbs&format=pdf,https://www.chapellibrary.org/api/books/download?code=jccbs&format=epub,SIM
irigfgs,Justicia Imputada,Autor Desconhecido,"Nuestra justicia no está en nosotros mismos, sino en nuestro sustituto, Cristo Jesús, que se entregó a sí mismo por nosotros. En este número de Free Grace Broadcaster, Charles Spurgeon primero define la justicia imputada. Horacio Bonar proporciona un examen bíblico y una descripción de la manera en que Dios considera la justicia a los que creen. En el tercer artículo, John Calvin explica que debemos mirar fuera de nosotros la justicia que Dios acepta. Charles Hodge ofrece un estudio detallado de la imputación de la justicia de Cristo, definiendo los términos, probando la doctrina y examinando los argumentos apostólicos. Ebenezer Erksine sigue con una breve descripción de la caída de Adán en el Jardín y la liberación de Cristo al obtener justicia para Su pueblo. En su segundo artículo, Bonar considera algunas objeciones a la doctrina de la obra sustitutiva de Cristo y la justicia imputada. Thomas Brooks nos da razones para la comodidad, la alegría y la exuberante adoración que fluye de la imputación de la justicia de Cristo a los creyentes. Por último, J. C. Ryle nos da algunas preguntas y respuestas penetrantes para que todos las consideremos a la luz del regreso de Cristo.",1.92,https://www.chapellibrary.org/book/irigfgs/,https://www.chapellibrary.org/api/books/download?code=irigfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=irigfgs&format=epub,SIM
elecs,La elección,Carlos Spurgeon,"“Pero nosotros debemos dar siempre gracias a Dios respecto a vosotros, hermanos amados por el Señor, de que Dios os haya escogido desde el principio para salvación, mediante la santificación por el Espíritu y la fe en la verdad, a lo cual os llamó mediante nuestro evangelio, para alcanzar la gloria de nuestro Señor Jesucristo.” (2 Tesalonicenses 2:13, 14)
I.   La doctrina es verdadera. 
II.  La elección es absoluta. 
III. La elección es eterna. 
IV.  La elección es personal. 
V.   La elección produce buenos resultados. 
VI.  Los efectos de esta doctrina en las personas.",0.78,https://www.chapellibrary.org/book/elecs/,https://www.chapellibrary.org/api/books/download?code=elecs&format=pdf,https://www.chapellibrary.org/api/books/download?code=elecs&format=epub,SIM
ctots,La enseñanza de Cristo acerca del nuevo nacimiento,"Lee Roy Shelton, Jr.","La Enseñanza de Cristo sobre el Nuevo Nacimiento
 es una exposición de la verdad de las Escrituras acerca de la obra de Dios de transformar a un pecador. L. R. Shelton, Jr. llega al punto, demostrando con la Biblia lo que es nacer de nuevo, lo qué no es, cómo funciona y cómo se ve. ""A menos que un hombre nazca de nuevo, no puede ver el reino de Dios”.",0.35,https://www.chapellibrary.org/book/ctots/,https://www.chapellibrary.org/api/books/download?code=ctots&format=pdf,https://www.chapellibrary.org/api/books/download?code=ctots&format=epub,SIM
botws,La esclavitud de la voluntad  (condensado),Martin Lutero,"La esclavitud de la voluntad
 es el libro considerado por muchos como el más importante de Lutero, y se cuenta entre uno de los grandes clásicos de la historia cristiana. Lo escribió en 1525, al principio de la Reforma como respuesta a una obra de Erasmo, el erudito y humanista clásico (c.1466-1536). Tanto Erasmo como Lutero rechazaban muchas de las prácticas erróneas de la Iglesia Católica Romana. Pero Lutero fue más allá, al punto de desafiar la enseñanza romana de la salvación por obras. Lutero vio correctamente que las doctrinas bíblicas de la depravación del hombre y la salvación sólo por fe permanecen juntas. Declaró que Erasmo era un enemigo de la fe, y escribió 
La esclavitud de la voluntad
 para establecer esta doctrina como el núcleo del evangelismo.",0.82,https://www.chapellibrary.org/book/botws/,https://www.chapellibrary.org/api/books/download?code=botws&format=pdf,https://www.chapellibrary.org/api/books/download?code=botws&format=epub,SIM
fogofgs,La fidelidad de Dios,Autor Desconhecido,Enriquece tu apreciación de Dios con estos artículos sobre su fidelidad. Nuestro Dios hace lo que dice que hará. El nunca cambia.,1.78,https://www.chapellibrary.org/book/fogofgs/,https://www.chapellibrary.org/api/books/download?code=fogofgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=fogofgs&format=epub,SIM
ggras,La gracia de Dios,"Lee Roy Shelton, Jr.","1. La gracia: Cómo Dios trata con su pueblo.
2. El poder de la gracia de Dios. 
3. La gracia de Dios trabaja en las vidas de los pecadores. 
4. La gracia de Dios viene a nosotros en el Señor Jesucristo. 
5. La gracia de Dios consumado en nuestra glorificación con Cristo.",0.96,https://www.chapellibrary.org/book/ggras/,https://www.chapellibrary.org/api/books/download?code=ggras&format=pdf,https://www.chapellibrary.org/api/books/download?code=ggras&format=epub,SIM
ddaus,La hija del lechero,Legh Richmond,"La Hija del Lechero
 es el relato verdadero de la vida de Elizabeth Wallbridge, una joven que vivía en la Isla de Wight, frente a la costa sur de Inglaterra, cerca de los puertos de Southampton y Portsmouth. Ella murió allí a una edad temprana en 1801. Su nombre, su entorno, su conversión y su muerte estaban relacionadas con tal poder que literalmente se vendieron millones de copias antes de 1853 para satisfacer la demanda, y el número de hombres, mujeres y niños fue traído al Señor por este humilde medio. Este pequeño folleto fue traducido a muchos idiomas durante el siglo XIX. Parece que fue honrado por el Espíritu Santo como un instrumento para comunicar la verdad de Dios con humildad y amor.",1.13,https://www.chapellibrary.org/book/ddaus/,https://www.chapellibrary.org/api/books/download?code=ddaus&format=pdf,https://www.chapellibrary.org/api/books/download?code=ddaus&format=epub,SIM
hinas,La incapacidad humana,Carlos Spurgeon,"En este folleto, Charles Spurgeon explora la doctrina de la incapacidad del hombre natural de venir a Cristo para la salvación. De hecho, afirma la doctrina en términos que son, en sus palabras, ""muy sorprendentes, algunos dicen que son muy desagradables"". Lo expresa de esta manera: ""Venir a Cristo, aunque algunas personas lo describen como la cosa más fácil del mundo, segun nuestro texto (Juan 6:44) es declarado como algo absolutamente imposible para cualquier hombre, a menos que el Padre lo lleve a Cristo "". Según Spurgeon, la razón principal para esto es que el hombre no vendrá a Cristo porque él elige solo de acuerdo con su naturaleza que, desde la caída, ""se ha vuelto ... degradado, depravado y corrompido"". Al mismo tiempo, el hombre natural no puede venir a Cristo porque él está muerto en delitos y pecados (Ef 2: 1). Spurgeon continúa describiendo cómo el Padre atrae a los hombres, y finalmente el ""dulce consuelo"" que esto resulta.",0.69,https://www.chapellibrary.org/book/hinas/,https://www.chapellibrary.org/api/books/download?code=hinas&format=pdf,https://www.chapellibrary.org/api/books/download?code=hinas&format=epub,SIM
justfgs,La justificación,Autor Desconhecido,"Contenido
La justificación aclarada - Charles Spurgeon (1834-1892)
El significado de la justificación - Charles Hodge (1797-1898)
La justificación como un acto forense - Charles Hodge (1797-1898)
El inmediato y único fundamento de la justificación - James Buchanan (1804-1870)
El instrumento de la justificación - A. W. Pink (1886-1952)
No la fe, sino Cristo - Horatius Bonar (1808-1889)
Reconciliando a Pablo con Santiago - William Pemble (1591-1623)
Abuso de la justificación - Robert Traill (1642-1716)
Paz por medio de la justificación - J. C. Ryle (1816-1900)",1.92,https://www.chapellibrary.org/book/justfgs/,https://www.chapellibrary.org/api/books/download?code=justfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=justfgs&format=epub,SIM
rlwis,La mujer de Lot,J. C. Ryle,"En Lucas, Jesús dice: ""Recuerda a la esposa de Lot"". Según J. C. Ryle, hay pocas advertencias en las Escrituras más solemnes que esta. Es solemne debido a la persona que Jesús nombra, no una persona piadosa como Abraham o Ana, o Rut, sino una cuya alma se perdió para siempre. Como esposa de Lot, ella era parte de la familia de Abraham y, por lo tanto, disfrutó de la mayor exposición a la verdadera salvación en su época. Pero Ryle pregunta: ""Sin embargo, ¿qué efecto positivo tuvieron todos estos privilegios en el corazón de la esposa de Lot? Ninguno en absoluto. Ella vivió y murió sin gracia, sin Dios, impenitente e incrédula ”. Esto nos enseña que los privilegios por sí solos no son lo que los hombres necesitan; Ellos necesitan la gracia del Espíritu Santo. Ryle termina preguntando: “¿Ya has recibido el Espíritu Santo? Si no, no eres mejor que la esposa de Lot """,0.06,https://www.chapellibrary.org/book/rlwis/,https://www.chapellibrary.org/api/books/download?code=rlwis&format=pdf,,SIM
ycots,La niña de la humilde cabaña,Legh Richmond,"Este folleto de la pluma del dotado y honrado Reverendo Legh Richmond, da un relato claro y dulce de la misericordia del Señor manifestada en el rescate de uno de Sus tiernos corderos de la “garra del león”. “Dirije su curso, Oh mi Dios. Que el ojo que lee y el oído que escucha el registro de la pequeña Jane, a través del poder del Espíritu del Altísimo, se conviertan en testigos de la verdad tal como está en Jesús "", fue su oración. Que el Señor cumpla esta petición y use esta reimpresión abreviada para el bien de muchos y para la gloria de Su Nombre.",0.52,https://www.chapellibrary.org/book/ycots/,https://www.chapellibrary.org/api/books/download?code=ycots&format=pdf,https://www.chapellibrary.org/api/books/download?code=ycots&format=epub,SIM
wochfgs,La obra de Cristo,Autor Desconhecido,"La inspirada Epístola a los Hebreos dice: “Pero Cristo, habiendo ofrecido una vez para siempre un solo sacrificio por los pecados, se ha sentado a la diestra de Dios” (Heb. 10:12). ¡Esta es una declaración sensacional! No podemos leer estas veintidós palabras bajo la iluminación del Espíritu Santo, el estudio diligente y la meditación sin que nuestro corazón se conmueva ni nuestra alma ansíe adorar al Señor. ¡Señor, perdona nuestra falta de entusiasmo! Aquí, en veintidós palabras tenemos el resumen de la obra de Jesucristo, el 
propósito
 eterno de Dios manifestado en el 
Hijo
 eterno de Dios. Aquí frente a nosotros están las glorias de este hombre Cristo: Cristo el Hijo, Cristo el Mediador, Cristo el Profeta, Cristo el Sacerdote, Cristo el Rey. Aquí está el perdón de los pecados logrado para siempre con “un solo sacrificio”. ¡Aquí está todo lo infinitamente necesario para salvar y preservar al pueblo de Dios por toda la eternidad! ¡Todo! Designado en la eternidad antes de la Creación, enviado al mundo, encarnado por la concepción milagrosa en el vientre de la Virgen, obediente a la Ley, crucificado, resucitado, ascendido al cielo y sentado en glorioso esplendor.  Cristo cumplió con su muerte la obra que su Padre decretó antes de la fundación del mundo. Aquí está el Garante, aquí está el Sustituto que vino a morir en una agonía horrorosa en la cruenta cruz del Calvario. Aquí está el que resucitó el tercer día con gran poder y gloria, venciendo a la muerte, al infierno, al mundo y a Satanás. Cada aspecto y cada detalle de todo lo que su Santo Padre le dio para hacer a fin de salvar a su pueblo de la pena, el poder, el placer y la presencia del pecado —
todo
— Jesús lo logró todo. La Persona y la obra de Cristo son la razón de la historia, el enfoque de la Biblia, el objeto de la fe salvadora y la única esperanza de vida eterna y del futuro. Jesucristo es la realidad más sorprendente y magnífica en el universo.",1.78,https://www.chapellibrary.org/book/wochfgs/,https://www.chapellibrary.org/api/books/download?code=wochfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=wochfgs&format=epub,SIM
wogas,La Palabra de Dios y el pecado,"Lee Roy Shelton, Jr.","Una exposición de la gran maldad del pecado ante los ojos del Dios santo porque viola su Palabra. L. R. Shelton, Jr., examina la magnitud de la depravación pecaminosa de la humanidad teniendo en cuenta la naturaleza y los efectos del pecado al hacer que el alma sea culpable y vil ante Dios. En una seria advertencia, Shelton atestigua que la violación de la ley de Dios ""nos lleva a un curso de colisión con un Dios que odia el pecado, aborrece el pecado y lo castiga, al cual debemos enfrentarnos en Su misericordia o Su juicio"". Se insta al pecador a dejar el pecado y acudir a la salvación en arrepentimiento y fe salvadora en Cristo.",0.96,https://www.chapellibrary.org/book/wogas/,https://www.chapellibrary.org/api/books/download?code=wogas&format=pdf,https://www.chapellibrary.org/api/books/download?code=wogas&format=epub,SIM
iwogs,La Palabra infalible de Dios,Carlos Spurgeon,"La Palabra infalible de Dios
 establece al lector en la verdad sobre el carácter del Libro de Dios. ¿Por qué los cristianos fieles basan todas sus enseñanzas en las Escrituras? ¿Es la Palabra de Dios realmente confiable? Las Escrituras mismas tienen las respuestas, y el predicador bautista del siglo XIX, Charles Spurgeon, ayuda a descubrir lo que la Biblia dice acerca de sí misma.",1.78,https://www.chapellibrary.org/book/iwogs/,https://www.chapellibrary.org/api/books/download?code=iwogs&format=pdf,https://www.chapellibrary.org/api/books/download?code=iwogs&format=epub,SIM
mrgrs,La ruina del hombre - la redención de Dios,"Lee Roy Shelton, Jr.","La ruina del hombre – La redención de Dios
 explica en detalle el mensaje de Romanos 1:16-32 para mostrar la profundidad del pecado del hombre y el descenso vertiginoso en que se encuentra, terminando en la separación eterna de Dios. Los últimos capítulos enfocan la esperanza viva que tenemos en Cristo, el Sustituto perfecto que no merecemos y que Dios nos Dios por su amor a nosotros. Vemos que la justicia justa de Dios requiere un castigo por el pecado, que el hombre es incapaz de pagarlo él mismo si no es por su propia muerte, que un Sustituto perfecto nos fue dado en Cristo en la Cruz, que el hombre debe tener santidad a fin de poder presentarse ante Dios, y que esa santidad se encuentra sólo en Cristo.",4.36,https://www.chapellibrary.org/book/mrgrs/,https://www.chapellibrary.org/api/books/download?code=mrgrs&format=pdf,https://www.chapellibrary.org/api/books/download?code=mrgrs&format=epub,SIM
bosas,La sangre del rociamiento y los niños,Carlos Spurgeon,"En este mensaje especial para los maestros de la Escuela Dominical, Spurgeon presenta varios aspectos de la sangre de la Pascua que apuntan a la Cruz de Cristo. Ve la sangre de la aspersión como una marca nacional, una ficha de salvación y una marca visible en la que se puede confiar y recordar. Él muestra la necesidad de enseñar a los niños su necesidad de un Salvador y la doctrina de la expiación. Esto también será muy útil para los padres en la enseñanza de sus hijos.",0.52,https://www.chapellibrary.org/book/bosas/,https://www.chapellibrary.org/api/books/download?code=bosas&format=pdf,https://www.chapellibrary.org/api/books/download?code=bosas&format=epub,SIM
tchus,La verdadera iglesia,J. C. Ryle,"En contraste con la confusión actual sobre quién y qué constituye la iglesia, J. C. Ryle describe las características de lo que siempre ha sido la verdadera iglesia, explicando qué es y qué no es. En su estilo de escritura claro y directo, Ryle hace las preguntas: ¿Dónde está esta verdadera Iglesia? ¿Cómo es esta verdadera Iglesia? ¿Cuáles son las marcas por las cuales se puede conocer a esta verdadera Iglesia? En las siguientes seis páginas, responde a estas preguntas, y termina con la solemne advertencia de que hasta que uno pertenece a la verdadera iglesia, él o ella no es ""nada mejor que un alma perdida"".",0.17,https://www.chapellibrary.org/book/tchus/,https://www.chapellibrary.org/api/books/download?code=tchus&format=pdf,,SIM
hlops,La vida secreta de oración,David MacIntyre,"La vida oculta de la oración
 se escribió en 1913. Es una guía y un apoyo maravilloso para la oración personal de cada cristiano. Los capítulos incluyen Preparación, ""Culto"", ""Confesión"", ""Solicitud"", ""Las riquezas ocultas del lugar secreto"" y ""La recompensa abierta"". En la Introducción, el autor prepara el escenario describiendo las obras de arte en una de los grandes Catedrales: “El tercer panel nos introduce en el santuario interior. Un adorador solitario ha entrado dentro del velo, y callado y humilde ante la presencia de Dios, se inclina ante la mirada de la Shekinah. Esto representa la vida oculta de oración de la cual el Maestro habló con las palabras familiares: ""Pero tú, cuando ores, entra en tu aposento, y cuando cierras la puerta, ora a tu Padre que está en secreto; y tu Padre que ve en secreto te recompensará abiertamente ""(Mat 6: 6). ¿Cómo orar en esta comunión activa con Dios? es el tema de esta excelente pieza.",1.78,https://www.chapellibrary.org/book/hlops/,https://www.chapellibrary.org/api/books/download?code=hlops&format=pdf,https://www.chapellibrary.org/api/books/download?code=hlops&format=epub,SIM
votbs,La voz de la sangre,Carlos Spurgeon,"Contenido
 
I. La sangre del esparcimiento es el punto central de la manifestación divina bajo el evangelio.
 
II. Este esparcimiento de la sangre es del todo idéntica con Jesús mismo.
 
III. Esta sangre del esparcimiento se relaciona estrictamente con el nuevo pacto.
 
IV. La sangre es la vos de la dispensación nueva.
 
V. Esta voz es idéntica a la voz del Señor Jesús, pues así consta aquí.
 
VI. Esta sangre habla siempre.
 
VII. La sangre del Señor habla mejor que la de Abel, y ¿qué dice?",0.35,https://www.chapellibrary.org/book/votbs/,https://www.chapellibrary.org/api/books/download?code=votbs&format=pdf,https://www.chapellibrary.org/api/books/download?code=votbs&format=epub,SIM
dogis,Las doctrinas de la gracia en el evangelio de Juan,R. Bruce Steward,"Estudia el Evangelio de Juan con este excelente recurso. R. Bruce Steward examina la enseñanza bíblica de la depravación total, la elección, la expiación, la gracia salvadora de Dios y la perseverancia de los santos del cuarto Evangelio. Esta es una excelente herramienta para el estudio individual de la Biblia o el aprendizaje en grupo.",1.23,https://www.chapellibrary.org/book/dogis/,https://www.chapellibrary.org/api/books/download?code=dogis&format=pdf,https://www.chapellibrary.org/api/books/download?code=dogis&format=epub,SIM
belds,Liderazgo bíblico de ancianos (condensado),Alexander Strauch,"Este folleto es una edición condensada de 
Un urgente llamado a restaurar el liderazgo bíblico en las iglesias
 por Alexander Strauch.",1.51,https://www.chapellibrary.org/book/belds/,,,SIM
wtbss,Lo que dice la Biblia acerca de,Autor Desconhecido,.,0.17,https://www.chapellibrary.org/book/wtbss/,,,SIM
dohas,Los deberes de esposos y esposas,Richard Steele,"El pastor puritano Richard Steele presenta su tema con estas palabras: ""El matrimonio es la base de toda la sociedad, por lo que este tema es muy importante"". Señalando que los deberes conyugales son más fáciles de aprender que poner en práctica, amplía acerca del mandato bíblico general que el deber de todo esposo es amar a su esposa y el deber de toda esposa es respetar a su esposo. La sabiduría y la perspicacia de Steele hacen que esta publicación se lea como un libro en miniatura de proverbios sobre el matrimonio. Algunos ejemplos: 
Habla a menudo de cosas espirituales. Sean compañeros peregrinos a la Ciudad Celestial.
 
El amor más puro se expresa con una oración ferviente, y la oración preservará el amor. Busquen tiempos para orar juntos.
 
Guiñan su ojo en las faltas menores y tengan cuidado al enfrentar las mayores.
 
Las esposas son como vasos de cristal, que se rompen fácilmente si no se manipulan con ternura.
 
Abigail se comportó con prudencia con un marido muy malo, y fue criada para honrar.
 
El marido y la mujer rectos se esforzarán cada uno por cumplir con su propio deber, y serán más severos contra sus propios fracasos.
 
La humildad evita que el marido se convierta en un tirano y que la esposa esté en una buena sujeción para su marido.
 
Mantén la regla de oro en tu matrimonio.",0.61,https://www.chapellibrary.org/book/dohas/,https://www.chapellibrary.org/api/books/download?code=dohas&format=pdf,https://www.chapellibrary.org/api/books/download?code=dohas&format=epub,SIM
docas,Los deberes de hijos y padres,Richard Adams,"Richard Adams nos enseña que el cristianismo bíblico es intensamente práctico, y especialmente en la enseñanza concerniente a la familia. La Biblia enseña muy claramente que cada miembro de la familia tiene deberes y responsabilidades ante Dios. Dios es glorificado, el Evangelio es honrado, y la familia es fortalecida y fructífera en una manera sin precedentes, cuando se sujeta al orden bíblico. En este libro Adams se enfoca en los hijos y los padres y sus deberes mutuos.",0.61,https://www.chapellibrary.org/book/docas/,https://www.chapellibrary.org/api/books/download?code=docas&format=pdf,https://www.chapellibrary.org/api/books/download?code=docas&format=epub,SIM
dosafgs,Los deberes de los hijos y las hijas,Autor Desconhecido,Deberes,1.78,https://www.chapellibrary.org/book/dosafgs/,https://www.chapellibrary.org/api/books/download?code=dosafgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=dosafgs&format=epub,SIM
dopas,Los deberes de los padres,J. C. Ryle,"Los Deberes de los Padres
 se ha convertido en una de las obras más queridas y respetadas de J. C. Ryle. Para que esto se cumpla con tal exhortación práctica, se habla de la capacidad del autor para hacer que su fuerte medicamento para las familias sea accesible y atractivo. Habla con la autoridad de un ministro maduro de la Palabra de Dios. El folleto describe 17 áreas para que los padres las consideren y las apliquen con oración, tanto en las acciones externas como en las actitudes internas. Sigue siendo necesario leer para cada hogar en este siglo como lo ha sido durante los últimos 150 años.",1.10,https://www.chapellibrary.org/book/dopas/,https://www.chapellibrary.org/api/books/download?code=dopas&format=pdf,https://www.chapellibrary.org/api/books/download?code=dopas&format=epub,SIM
atcos,Los siglos venideros,Horatio Bonar,Un tratado útil que exhorta al pecador a venir a Cristo y al cristiano a ser más como Cristo.,0.14,https://www.chapellibrary.org/book/atcos/,,,SIM
tohes,Los terrores del infierno,William C. Nichols,"¿Por qué la Biblia habla sobre el infierno? ¿Hay un lugar así, y cómo es? ¿Es el infierno realmente para siempre? Nichols responde a estas y otras preguntas mientras explica el significado bíblico de la doctrina del infierno. También aplica esta verdad a todos de manera practica, tanto creyentes como incrédulos.",0.61,https://www.chapellibrary.org/book/tohes/,https://www.chapellibrary.org/api/books/download?code=tohes&format=pdf,https://www.chapellibrary.org/api/books/download?code=tohes&format=epub,SIM
marrfgs,Matrimonio,Autor Desconhecido,Familia,1.78,https://www.chapellibrary.org/book/marrfgs/,https://www.chapellibrary.org/api/books/download?code=marrfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=marrfgs&format=epub,SIM
hoots,Miel que sale de la roca,Thomas Wilcox,"Miel que sale de la roca
 es mencionado en 1740 por Thomas Crosby en su 
History of the English Baptist
 (Historia de los bautistas ingleses), donde escribió acerca de Wilcox: “Escribió un tratado breve, que fue impreso antes del Incendio de Londres, titulado:
 A Drop of Honey from the Rock Christ 
(Una gota de miel de Cristo, la Roca), un escrito que se estimaba mucho, que ha hecho mucho bien y ha sido reimpreso con frecuencia”. Además, ha sido traducido a numerosos idiomas. Titulado ahora 
Miel que sale de la roca
, sigue alentando al pueblo de Dios dondequiera que se sirve a Cristo.",0.69,https://www.chapellibrary.org/book/hoots/,https://www.chapellibrary.org/api/books/download?code=hoots&format=pdf,https://www.chapellibrary.org/api/books/download?code=hoots&format=epub,SIM
cmods,Modestia Cristiana,Jeff Pollard,"Modestia cristiana
 presenta los pasajes bíblicos relevantes sobre este tema tan importante para la mujer cristiana virtuosa. ¡Dios tiene mucho que decir acerca de la moralidad de nuestro modo de vestir! Un examen cuidadoso de obras de autores seculares revela las metas alarmantes de la industria de la moda. Con la exposición de los pasajes de las Escrituras y un llamado urgente a la iglesia para que abra sus ojos, el lector recibe aquí un reto a poner en práctica la modestia cristiana para obedecer a nuestro Dios santo.",1.78,https://www.chapellibrary.org/book/cmods/,https://www.chapellibrary.org/api/books/download?code=cmods&format=pdf,https://www.chapellibrary.org/api/books/download?code=cmods&format=epub,SIM
